 ,Subject,Content,Problem
230232,Resetear clave usuario JIRA c-soetjiptobk.jp.nec.com,Buenos dias El usuario de NEC con email c-soetjiptobk.jp.nec.com No puede acceder a JIRA. Podrian por favor revisarlo y ver que es necesario realizar para que pueda acceder nuevamente probablemente resetear la clave Si necesitan cualquier accion por parte de NEC me indican y yo traslado internamente. Gracias por adelantado y saludos ---------------------------------------------------------------------------- DescriÃ�Ã�o RGB PNG statement color type s NEC Iberica S.L.U. Daniel Errea Telefonica Global Project Manager Tel Mob. DescriÃ�Ã�o DescriÃ�Ã�o DescriÃ�Ã�o DescriÃ�Ã�o facebook http facebook.com necbrasil DescriÃ�Ã�o DescriÃ�Ã�o DescriÃ�Ã�o DescriÃ�Ã�o linkedin http www.linkedin.com company DescriÃ�Ã�o DescriÃ�Ã�o DescriÃ�Ã�o DescriÃ�Ã�o twitter http twitter.com necbrasil -------------------------------------------------------------------------------------------------------------------------------------------------------------- AVISO Este mensaje y todos los anexos transmitidos con el mismo han sido enviados para el uso exclusivo del destinatario y pudieran contener informacion confidencial o privilegiada. Si su receptor no fuera el destinatario o persona que se responsabilice de su entrega al mismo por el presente se le informa que la difusion distribucion copia u otro uso de este mensaje o sus anexos esta estrictamente prohibida. Si hubiera recibido este mensaje por error rogamos lo notifique al remitente de inmediato nos lo haga saber y lo elimine de su ordenador. NOTICE This e-mail message and all attachments transmitted with it are intended solely for the use of the addressee and may contain legally privileged and confidential information. If the reader of this message is not the intended recipient or an employee or agent responsible for delivering this message to the intended recipient you are hereby notified that any dissemination distribution copying or other use of this message or its attachments is strictly prohibited. If you have received this message in error please notify the sender immediately by replying to this message and please delete it from your computer. --------------------------------------------------------------------------------------------------------------------------------------------------------------,Problem
230229,Acceso a organizacion Telefonica en github,Hola La semana que viene me incorporare al proyecto de la Â� plataforma de Javier Martinez jamaa. Estoy ya haciendo la transicion y transferencia de conocimiento por lo que necesito poder acceder a los repositorios privados de Telefonica. Cualquier cosa me decis Gracias cid image .png D FFB . BA E Borja Marcos Suarez DEVOPS TEAM CTO â TH PLATFORM FRAMEWORK Distrito C â Edificio Oeste Ronda de la Comunicacion s n Madrid â España Tlf Skype borja.marcos.suarez cid image .png D FFB . BA E b mailto borja.marcossuareztelefonica.com orja.marcossuareztelefonica.com mailto borja.marcossuareztelefonica.com,Otros
230228,Creacion de usuario TID,Estimados Cual es el procedimiento para la solicitud de un usuario de TID gracias Saludos Alejandro Ibarra Pichardo TH PLATFORM-INTERNAL USE CASES MARKET RESEARCH,Otros
230219,Licencia de PyCharm Professional,Buenos dias Por favor hay alguna licencia de PyCharm Professional disponible para Mac. Muchas gracias. Un saludo Javi,Otros
230217,solicito modificar un campo de la lista solicitudes GITHUB,Hola Ana Necesito mopdificar el campo NUMSOLPED para que aparezca un numero sin comas en la siguiente lista de EPG https colabora.tid.es epg github Lists github groups AllItems.aspxInitialTabId Ribbon EList VisibilityContext WSSTabPersistence lo puedes o sino darme permisos Un saludo,Otros
230216,Activacion cuenta PDIHUB,Buenos dias La semana pasada se ha incorporado Javier Rodriguez Martin jrm y necesitamos que tenga acceso a PDIHub. Por favor podeis activarle su cuenta. Gracias Javi. â â â â F. Javier Escudero Martin CDO-CTO LUCA D Telefonica I D Tel franciscojavier.escuderomartintelefonica.com mailto franciscojavier.escuderomartintelefonica.com,add-pdihub-user
230212,Cambio Nombre proyecto JIRA,Hola Ana Ã�lvaro . Podriais por favor cambiar el nombre del proyecto de JIRA Pruebas E E Open Platform VIVO https jirapdi.tid.es browse VIVOE EOP a VIVO Pruebas E E Open Platform. El key del proyecto no debe cambiar VIVOE EOP. Gracias Nuria.,Otros
230208,Problema instancias openstack epg,Hola Me han desaparecido unas instancias que habia recreado ayer en el tenant -Mobileconnect INTâ �y ahora al intentar crearlas de nuevo me muestra el error No valid host was found. There are not enough hosts available. ucode,Problem
230194,Problema de acceso a instancias Openstack EPG,Hola Estoy intentando acceder desde la red . a las VM que tenemos en el Openstack del EPG y no consigo acceder ni por SSH. Debe de haber algun problema ya que servicios que tenemos expuestos a internet como http priceserver.tid.es catalog v offerings no son accesibles ahora tampoco. Podeis ver que esta pasando Es el Project Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,Problem
230189,Acceso a la wiki nuevo usuario https wikis.tid.es gvp-dev,Hola a todos El usuario Jonas Buchholz Bastos Jonas.Bastostelefonica.com mailto Jonas.Bastostelefonica.com no tienen acceso a la wiki ni usuario de la red de TID. Por favor podeis crearle un usuario y darle acceso a la wiki. Saludo Agus -- Jose Agustin Martinez Garcia Service Development PMPÂ� gCTO - Global Video Unit Mobile Phone email joseagustin.martinezgarciatelefonica.com mailto joseagustin.martinezgarciatelefonica.com,Otros
230158,RE Solicitud de máquina virtual dentro de la VLAN de VOLTE-BOE,Hola para el proyecto NOVUM laboratorio VoLTE necesitamos otras DOS maquinas virtuales Linux con las siguientes caracteristicas Hay que crearlas como parta de la VLAN que nos fue asignada para el laboratio VoLTE RED VOLTE-BOE IP . . . SEDE BOE ENRUTADO MACROLAN JC MASK . . . RANGO From . . . To . . . BROADCAST . . . VLAN FECHA DHCP GATEWAY . . . RESPONSABLE TECNICO David Gallegos MAQUINA a crear IP Address . . . Hostname dev-ob-hss Ubuntu Server . . LTS bits CPU GHz RAM GB HD GB Interface Gigabit Ethernet MAQUINA a crear IP Address . . . Hostname dev-ob-as Ubuntu Server . . LTS bits CPU GHz RAM GB HD GB Interface Gigabit Ethernet Gracias Santi Prieto,crearmaquinavirtual
230151,Metadata corrupta del repositorio http artifactory.hi.inet artifactory yum-telegraf,Hola La metadata del repositorio http artifactory.hi.inet artifactory yum-telegraf esta corrupta. Lo podeis revisar Un saludo Carlos,Problem
230144,acceso a github para colaborador,Hola Dani en copia se ha incorporado como colaborador como nosotros y necesitamos que tenga acceso a la orga de Telefonica en GitHub dentro del grupo p-owners. Su usuario de GitHub es tzimisce . Sl y gracias David,Otros
230136,Renombrar usuario JIRA y PDIHUB,Hola Me gustaria migrar mis cuentas de usuario de personal externo lm a mi nuevo usuario lmr de telefonica. Jira y pdihub Gracias. -- Luis Moreira,Otros
230125,Usuario PDIHUB,Buenos dias acabo de volver de vacaciones y no tengo acceso a pdihub serian tan amables de arreglarmelo Usuario apc Muchas gracias,Problem
230084,Alta en openshift,Hola Me podeis crear un usuario en nuestra instancia on premise de Openshisft Muchas gracias por la ayuda Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,Otros
230074,Solicitud de provision de usuario JIRA,,
230068,Solicitud de recuperacin del Backup de pdihub,,
230052,Acceso clúster Boecillo,Buenos dias Para la continuidad del desarrollo de casos de uso desde la unidad de Aura necesitariamos que Carlos Rosado Moral tuviese acceso al cluster de desarrollo de Boecillo GBIC como desarrollador. Se necesitaria acceso tanto a todas las tablas de GBIC como a HDFS HIVE en HUE asi como poder lanzar jobs de Spark. Su usuario es Carlos Rosado Moral crm Muchas gracias y siento las molestias. Un saludo Julia Llanos Alonso,Otros
230039,Acceso Jira,Buenos dias Para la continuidad del desarrollo de casos de uso desde la unidad de Aura necesitariamos que Enrique Pedrinaci Peñalver tuviera acceso a JIRA de TID el proyecto YOTBOT. Su usuario es Enrique Pedrinaci Peñalver cxb Muchas gracias y siento las molestias. Un saludo Julia Llanos Alonso,add-jira-user
230038,Acceso clúster boecillo,Buenos dias Para la continuidad del desarrollo de casos de uso desde la unidad de Aura necesitariamos que Enrique Pedrinaci Peñalver tuviese acceso al cluster de desarrollo de Boecillo GBIC como desarrollador. Se necesitaria acceso tanto a todas las tablas de GBIC como a HDFS HIVE en HUE asi como poder lanzar jobs de Spark. Su usuario es Enrique Pedrinaci Peñalver cxb Muchas gracias y siento las molestias. Un saludo Julia Llanos Alonso,Otros
230023,Acceso DCIP dSN,Hola Necesitaria que me ampliaseis los permisos sobre el proyecto dSN del DCIP. Estoy intentando crear un Job pero dice Igg no tiene el permiso Tarea ExtendedRead Deberia tener los mismos permisos que Alvaro De la Cruz. Gracias Un saludo. Israel Gutierrez Garcia IT Technical Engineer â � israel gutierrezanadat.es mailto israel gutierrezanadat.es Parque Empresarial Rivas Futura C Marie Curie Edif. Beta. - Madrid www.anadat.es http www.anadat.es Disclaimer Email Descripcion ZA https twitter.com anadat es icono linkedin https www.linkedin.com company anadat-consulting De manera general ANADAT CONSULTING S. L. garantiza la adopcion de las medidas necesarias para asegurar el tratamiento confidencial de los datos de caracter personal y le ofrece la posibilidad de ejercer su derecho de acceso rectificacion cancelacion y oposicion al tratamiento de sus datos personales en los terminos y condiciones previstos en la propia LOPD a traves del correo electronico rrhhanadat.es mailto rrhhanadat.es . La informacion confidencial que pudiera contener este mensaje esta destinada para ser leida unicamente por el destinatario. Nadie excepto el podra leer usar publicar o reproducir el contenido parcial o total de este mensaje. En caso de recibir un mensaje por error por favor notifiquelo al remitente lo antes posible.,Otros
230020,Borrar máquina y dar de alta una nueva para prepro,Hola Desde Operaciones M M GlobalSIM tenemos una maquina para pruebas que queremos liberar int-m m-aster- Ademas queremos crear una nueva con las mismas caracteristicas que la que estamos usando en produccion CentOS Python . prod-hoblob-web- Nos gustaria que se llamara pre-hoblob-pruebas- Gracias. Saludos Juan Francisco Rodriguez Vilchez,crearmaquinavirtual
230014,Peticion máquina virtual proyecto meetaura,Hola Necesitaria una maquina virtual que fuera visible desde el exterior puerto web estandar. El nombre de la maquina desde el exterior podria ser algo como analytics-meeatura.tid.es. La maquina me valdria con un RedHat convencional. Un saludo,crearmaquinavirtual
229999,Solicitud de provision de usuario JIRA,,
229995,PDIHUB Alta del usuario ebl,Buenos dias No puedo acceder a GitHub con mi usuario de Jira estos dias he podido acceder sin problema pero desde ayer no puedo acceder. Podeis ayudarme Gracias Un saludo Elisa Bravo Simon GitHub Enterprise logo https pdihub.hi.inet Antes de imprimir piensa en el Medio Ambiente Confidencialidad Este correo electronico y en su caso cualquier documento anexo al mismo puede contener informacion confidencial o de datos de caracter personal dirigida a su destinatario o destinatarios. Queda prohibida su divulgacion copia o distribucion a terceros sin la previa autorizacion escrita del remitente. Si Ud. recibe este correo electronico y cualquier documento anejo al mismo por error no debe divulgarlo copiarlo ni entregarlo a terceros. En el supuesto de que usted no fuera el destinatario le rogamos que lo indique a la direccion electronica del remitente y no comunique su contenido a terceros procediendo a su destruccion. Las opiniones conclusiones y demas informacion incluidas en este correo y en su caso en cualquier documento anejo al mismo que no esten relacionadas con asuntos estrictamente profesionales de AUBAY SPAIN S.A.U se entenderan como no respaldadas por la entidad siendo de la exclusiva responsabilidad del remitente. El remitente no garantiza la integridad rapidez o seguridad del presente correo ni se responsabiliza de posibles perjuicios derivados de su captura incorporaciones de virus o cualesquiera otras manipulaciones efectuadas por terceros.,add-pdihub-user
229986,Reactivar mi cuenta de PdiHub,Por favor podeis reactivar mi cuenta de PdiHub falfaro La necesito con urgencia. Un saludo. FELIPE ALFARO SOLANA gCTO - Telefonica Global Resources Service Delivery Engineering Digital Operations Deployment Phone E-Mail felipe.alfarosolanatelefonica.com mailto felipe.alfarosolanatelefonica.com,unsuspend
229963,FW You have been granted access to the HADOOPDEV cluster,Hola Patricia Calvo en copia y yo que tenemos autorizacion para acceder a GBIC-Dev con nuestros usuarios pcc imim hoy no podemos acceder al Hue de GBIC https prod-epg-hdpcl- .hi.inet ver pantallazo y en Ambari nos dice no views . Se han cambiado las URLs Gracias y un saludo Isabel M. cid image .png D FBDE. F BE De epgtid.es epgtid.es Fecha martes de octubre de Para isabelmaria.izquierdomartintelefonica.com isabelmaria.izquierdomartintelefonica.com Asunto You have been granted access to the HADOOPDEV cluster PG Isabel Your user imim has been granted access to the HADOOPDEV cluster. You have access to the following interfaces â � HUE https prod-epg-hdpcl- .hi.inet â � AMBARI read only access https prod-epg-ambari- .hi.inet â � CLIENT MACHINE ssh to prod-epg-hdpcl- .hi.inet using your user. Once in you have to log in the cluster doing kinit imimHI.INET The cluster is administered by EPG. If you detect any incidence please notify us sending an email to epgtid.es mailto epgtid.es . All access to the cluster and the data stored in it has to be approved by Alberto Turegano alberto.tureganoschirmertelefonica.com mailto alberto.tureganoschirmertelefonica.com .,Otros
